index,label,expression,Positive_index,context,AnchorContext,NegativeSentence,NegativeExpression,Negative_index
712,1,raining,11,"U.S. Stinger missiles , machine guns and mangled human limbs came raining down on what was left .","U.S. Stinger missiles , machine guns and mangled human limbs came [Mask] down on what was left .",Thirty-seven U.S. crewmen were killed in that unexpected attack .,killed,4
713,0,eating,9,"New Year 's Day , after an afternoon of eating my mother-in-law 's chicken , I weigh in at 175 pounds .","New Year 's Day , after an afternoon of [Mask] my mother-in-law 's chicken , I weigh in at 175 pounds .","Pounds have melted off , she says , during the months of one-night stands .",melted,2
714,1,targeting,25,"`` He likes to live dangerously , '' says Patrick Minford , a University of Liverpool economist who wants Mr. Lawson to return to exact targeting of money-supply growth .","`` He likes to live dangerously , '' says Patrick Minford , a University of Liverpool economist who wants Mr. Lawson to return to exact [Mask] of money-supply growth .","`` He just tried to eat the propeller , '' says Mr. Fox .",eat,5
715,1,attacked,2,He also attacked a House panel for disclosing at least three pending SEC inquiries .,He also [Mask] a House panel for disclosing at least three pending SEC inquiries .,He testified that he was ordered by the Robins former general counsel in 1975 to destroy sensitive documents about the Dalkon Shield .,destroy,15
716,1,evaporated,4,But the euphoria soon evaporated .,But the euphoria soon [Mask] .,About 170 people were killed in Petropolis two weeks ago .,killed,4
717,0,sleeping,15,"One broker , whose business failed after the crash , began abusing drugs -- mainly sleeping pills -- and contemplated divorce and suicide , says Mari Terzaghi , a clinical psychologist who treats many Wall Street professionals .","One broker , whose business failed after the crash , began abusing drugs -- mainly [Mask] pills -- and contemplated divorce and suicide , says Mari Terzaghi , a clinical psychologist who treats many Wall Street professionals .","And in a withering critique of Wall Street 's performance , the report shows that key participants -- including some major firms , stock exchange specialists and portfolio insurers -- not only failed to stem the chaos , but helped make it worse .",withering,3
718,1,flooding,35,"While much of the world points to a still-stubborn 8 % unemployment rate , and argues that providing jobs for these 2.2 million Germans would create a new consumer demand , German officials insist that flooding the economy with money wo n't necessarily create jobs .","While much of the world points to a still-stubborn 8 % unemployment rate , and argues that providing jobs for these 2.2 million Germans would create a new consumer demand , German officials insist that [Mask] the economy with money wo n't necessarily create jobs .","But the closer to plant capacity the economy is operating , the faster low unemployment pushes up costs and prices .",plant,4
719,1,plow,14,But the $ 40 billion of accumulated losses at insolvent S & Ls would plow under both funds .,But the $ 40 billion of accumulated losses at insolvent S & Ls would [Mask] under both funds .,Actigall could be used to dissolve the fragments that remain from that procedure .,dissolve,5
720,1,attack,3,"He returned to attack bats , helmets and pitched balls with equal gusto -LRB- he 's in the league 's Top 10 in five offensive categories -RRB- , and gave the club a needed injection of esprit .","He returned to [Mask] bats , helmets and pitched balls with equal gusto -LRB- he 's in the league 's Top 10 in five offensive categories -RRB- , and gave the club a needed injection of esprit .",The villagers -LRB- using dynamite purchased with His Highness 's money -RRB- channeled melting mountain snow -- the only water available in this high desert -- to previously arid land .,melting,13
721,0,planted,16,"This week , analysts are also beginning to trim their production estimates of the wheat crop planted this spring in the Northern Plains states .","This week , analysts are also beginning to trim their production estimates of the wheat crop [Mask] this spring in the Northern Plains states .","Since spring , foreign sales had withered as the drought pushed U.S. grain prices even further above world rates .",withered,6
722,0,attacking,20,"They point out that three members of Abu Nidal 's organization are in jail in Greece on separate charges of attacking a synagogue in Rome , weapons smuggling , plotting to assassinate the Jordanian charge d'affairs in Greece , and possessing weapons in prison .","They point out that three members of Abu Nidal 's organization are in jail in Greece on separate charges of [Mask] a synagogue in Rome , weapons smuggling , plotting to assassinate the Jordanian charge d'affairs in Greece , and possessing weapons in prison .","One is in Lebanon 's Bekaa Valley , that melting pot of radical Palestinians , Iranians , Libyan and Syrian intelligence officers and Shiite terrorists .",melting,9
723,0,dancing,12,Racism has gone largely unnoticed as images of Brazilians of all shades dancing the samba at Carnival created a sense of racial harmony .,Racism has gone largely unnoticed as images of Brazilians of all shades [Mask] the samba at Carnival created a sense of racial harmony .,"Labor unions , too , attack the underground economy .",attack,5
724,0,plant,6,"Currently , if they do n't plant an allotted percentage of their so-called crop base with subsidized crops , the government penalizes them the next year by reducing the size of their base , thus cutting their subsidy payments .","Currently , if they do n't [Mask] an allotted percentage of their so-called crop base with subsidized crops , the government penalizes them the next year by reducing the size of their base , thus cutting their subsidy payments .",Most African governments pay lip service but not much else to the principle of plowing those hunting revenues back into the rural communities .,plowing,14
725,1,dissolved,37,"Jamie officials said that the firm already has discontinued all investment activities , but that a number of legal and administrative matters must be resolved before the firm and its parent , Caronan Partners , can be dissolved .","Jamie officials said that the firm already has discontinued all investment activities , but that a number of legal and administrative matters must be resolved before the firm and its parent , Caronan Partners , can be [Mask] .","As previously reported , Eastern , locked in a longstanding labor-management feud , has contracted with Orion Air , a unit of Primark Corp . , to provide pilots to fly Eastern aircraft should contract talks end in a strike .",fly,30
726,0,melt,15,"Mr. Martineau also says the tractors reflect another Russian approach to manufacturing: `` You could melt down one Belarus and make three American tractors with the amount of metal the Russians have put in it , '' he says .","Mr. Martineau also says the tractors reflect another Russian approach to manufacturing: `` You could [Mask] down one Belarus and make three American tractors with the amount of metal the Russians have put in it , '' he says .","`` Now , we are totally changing our marketing to target those people , '' says Mr. Goldstein .",target,10
727,0,destroy,31,"The agreement , to be announced today , marks the first time an industry using chlorofluorocarbons , or CFCs , has voluntarily decided to phase out the chemicals because they can destroy the Earth 's protective ozone layer .","The agreement , to be announced today , marks the first time an industry using chlorofluorocarbons , or CFCs , has voluntarily decided to phase out the chemicals because they can [Mask] the Earth 's protective ozone layer .","The chemicals , widely used in refrigerants and styrofoam , are suspected of eating away the Earth 's protective ozone layer .",eating,13
728,0,cooled,21,"For an auto , Mr. Loehrke envisions the warm end of the pipe heated by the radiator and the condenser end cooled by the outside air .","For an auto , Mr. Loehrke envisions the warm end of the pipe heated by the radiator and the condenser end [Mask] by the outside air .",International collaboration flourishes between the major laboratories .,flourishes,2
729,0,pumps,4,"The new automated system pumps the solvent through a thin catheter inserted into the gallbladder under local anesthesia , the center said .","The new automated system [Mask] the solvent through a thin catheter inserted into the gallbladder under local anesthesia , the center said .","A synthetic version , prepared by means of recombinant DNA , is to be given in an intravenous infusion in the hope that flooding the body with false targets would mop up virus particles and prevent them from infecting cells of the body .",flooding,23
730,0,pumping,4,"The company has been pumping gas in Houston for more than 25 years , but is classified in the area as a non-major , with a market share of just 2.6 % , according to Whitney Leigh .","The company has been [Mask] gas in Houston for more than 25 years , but is classified in the area as a non-major , with a market share of just 2.6 % , according to Whitney Leigh .",Olds is n't the only advertiser targeting Southern California with such campaigns .,targeting,6
731,1,flooded,4,"White-collar Indians and Pakistanis flooded into the U.S. in the 1960s , and many of their children have reached marriage age .","White-collar Indians and Pakistanis [Mask] into the U.S. in the 1960s , and many of their children have reached marriage age .","Whalers , traders and missionaries planted seedlings at settlements scattered along the chain .",planted,5
732,1,pumped,23,"Industry publications of record initially were skeptical of some of the new claims , knowing that Mexico , for instance , had once pumped up its reserves officially to increase bank borrowings .","Industry publications of record initially were skeptical of some of the new claims , knowing that Mexico , for instance , had once [Mask] up its reserves officially to increase bank borrowings .","Also , many farmers have planted soybeans amid their ruined wheat crop , possibly bolstering production .",planted,5
733,1,attack,7,"The Bush strategists insist they will not attack Mr. Robertson , noting that much of their own support in the South is conservative and evangelical .","The Bush strategists insist they will not [Mask] Mr. Robertson , noting that much of their own support in the South is conservative and evangelical .","These Protestants retaliate by physically attacking Catholics , Mr. Donnelly says .",attacking,5
734,0,pour,35,"The report noted that whoever sent the SOS would have had to open a small hatch at the top of the boat in order to extend the radio 's antenna , thereby permitting water to pour in and capsize the craft .","The report noted that whoever sent the SOS would have had to open a small hatch at the top of the boat in order to extend the radio 's antenna , thereby permitting water to [Mask] in and capsize the craft .","Last September a federal agent even tried to plant a listening device in the building housing MCA 's home video unit , but was discovered by MCA security guards .",plant,8
735,1,withered,12,"But the ANC has grown , and black supremacist breakaway groups have withered .","But the ANC has grown , and black supremacist breakaway groups have [Mask] .","Tim Thiele , a Saskatchewan area manager for Ducks Unlimited , a conservation group , said thousands of small ponds where ducks nest and breed have evaporated .",evaporated,26
736,1,attacked,12,"Only American policy in Vietnam has been as maligned , vilified and attacked as U.S. policy toward Iran .","Only American policy in Vietnam has been as maligned , vilified and [Mask] as U.S. policy toward Iran .",The view contradicts administration claims that Moscow knew it was attacking a non-military target .,attacking,10
737,1,evaporated,3,But the rally evaporated around midday as rumors began to spread that Wall Street would open lower .,But the rally [Mask] around midday as rumors began to spread that Wall Street would open lower .,About 170 people were killed in Petropolis two weeks ago .,killed,4
738,0,eat,17,"Administrators , who are required by state law to force-feed patients who ca n't or wo n't eat , are wrestling over what to do with one semicomatose tubefeeder .","Administrators , who are required by state law to force-feed patients who ca n't or wo n't [Mask] , are wrestling over what to do with one semicomatose tubefeeder .","Only 15 areas of treatment are examined , and several areas where questionable cures flourish -- the weight-loss catagory , for example -- are n't included .",flourish,14
739,0,drink,11,"`` Heineken has been hurt seriously since it became fashionable to drink Corona , '' says Frank Walters , research director for the liquor industry newsletter Impact .","`` Heineken has been hurt seriously since it became fashionable to [Mask] Corona , '' says Frank Walters , research director for the liquor industry newsletter Impact .","`` Now , we are totally changing our marketing to target those people , '' says Mr. Goldstein .",target,10
740,0,attacked,8,"On Friday , Commander Abdul Haq 's troops attacked Kabul Airport with new Sacher incendiary rockets .","On Friday , Commander Abdul Haq 's troops [Mask] Kabul Airport with new Sacher incendiary rockets .","On one occasion , intelligence sources say , a rebel band took its Stingers to the Soviet air base at Qandahar , set up shop not far from the end of the runway , blasted a few Soviet planes as they tried to take off laden with fuel and ammunition , then melted into the hills .",melted,52
741,0,pouring,7,"`` As long as the rains come pouring down on our land , we have hope . ''/''","`` As long as the rains come [Mask] down on our land , we have hope . ''/''","`` As long as the rains come pouring down on our land , we have hope . ''/''",pouring,7
742,0,eat,10,"At the Houston Petroleum Club , industry officials could n't eat lunch of late without discussing speculation that Exxon was going to walk away with all of the Tenneco properties .","At the Houston Petroleum Club , industry officials could n't [Mask] lunch of late without discussing speculation that Exxon was going to walk away with all of the Tenneco properties .","The deal was finally killed by MCA management , Mr. Olson says .",killed,4
743,0,killed,25,"The observers in Seoul are convinced North Korea was responsible for the Nov. 29 bombing of a Korean Air Lines flight near Burma , which killed 115 .","The observers in Seoul are convinced North Korea was responsible for the Nov. 29 bombing of a Korean Air Lines flight near Burma , which [Mask] 115 .",The crash was blamed on a bomb planted by Sikh terrorists .,planted,7
744,1,pumped,10,"During the past 10 years state and federal governments have pumped money into the railroad , whose main line track has been substantially improved .","During the past 10 years state and federal governments have [Mask] money into the railroad , whose main line track has been substantially improved .",Farmers have planted pine trees on many former soybean fields under a government program that pays them $ 45 an acre each year to idle land .,planted,2
745,0,pumping,43,"Two doctors from Pittsburgh raced by private jet to the Midwest to retrieve it ; on return , bad weather kept their plane circling over Pittsburgh for an hour and a half while Mr. McGowan , his chest opened and a heart-lung machine pumping his blood , lay on the operating table .","Two doctors from Pittsburgh raced by private jet to the Midwest to retrieve it ; on return , bad weather kept their plane circling over Pittsburgh for an hour and a half while Mr. McGowan , his chest opened and a heart-lung machine [Mask] his blood , lay on the operating table .","When it was first dedicated , residents flooded local newspapers with letters saying they hated it ; they likened it to a banana or a kid relieving himself from a bridge .",flooded,7
746,1,targeted,26,"Last month , South Korea 's Ministry of Trade and Industry put semiconductors at the top of a list of seven high-technology industries that it has targeted for rapid development over the next five years , starting in 1989 .","Last month , South Korea 's Ministry of Trade and Industry put semiconductors at the top of a list of seven high-technology industries that it has [Mask] for rapid development over the next five years , starting in 1989 .","Israel has agreed to develop an interceptor missile for the U.S. that would destroy short-range ground-to-ground missiles , state-owned Israel Aircraft Industries said .",destroy,13
747,0,attacked,8,Phalanx can be overwhelmed when a ship is attacked by several missiles at once -LRB- the Stark was struck by two Exocets -RRB- .,Phalanx can be overwhelmed when a ship is [Mask] by several missiles at once -LRB- the Stark was struck by two Exocets -RRB- .,The crash was blamed on a bomb planted by Sikh terrorists .,planted,7
748,0,plant,12,`` Brazil is planting on about half of the land they can plant on .,`` Brazil is planting on about half of the land they can [Mask] on .,`` Any company in this market that hiccups is just destroyed .,destroyed,10
749,0,killed,7,"Soviet officials acknowledged that several people were killed and others injured in recent ethnic unrest in Sumgait , in the republic of Azerbaijan .","Soviet officials acknowledged that several people were [Mask] and others injured in recent ethnic unrest in Sumgait , in the republic of Azerbaijan .","There was no claim of responsibility , but officials suspect the bomb was planted by ethnic Karen separatists .",planted,13
750,0,ate,15,"Still , they did n't go quite as far as one Himalayan bear -- it ate the camera .","Still , they did n't go quite as far as one Himalayan bear -- it [Mask] the camera .",It pours toilet paper in parts of Michigan .,pours,1
751,0,planted,37,"According to Ernest Simon , cotton specialist for Prudential-Bache Securities Inc . , dry weather in areas of Texas and in the Mississippi Valley , from Missouri to Louisiana , presented a potential threat to the newly planted crop .","According to Ernest Simon , cotton specialist for Prudential-Bache Securities Inc . , dry weather in areas of Texas and in the Mississippi Valley , from Missouri to Louisiana , presented a potential threat to the newly [Mask] crop .","If dry weather cuts normal production by just three bushels an acre , the nation 's soybean stockpiles could evaporate by next year , says Richard Loewy , senior grain and oilseed analyst at Prudential-Bache Securities Inc .",evaporate,19
752,0,rained,3,"Every time it rained , the family placed cups and bowls all over the house to catch the leaks .","Every time it [Mask] , the family placed cups and bowls all over the house to catch the leaks .",It pours toilet paper in parts of Michigan .,pours,1
753,1,evaporated,54,"Mr. Pickens was badly beaten in last fall 's battle for Newmont Mining , a raid that baffled takeover experts because 26 % of Newmont was already controlled by the ultimate victor , Consolidated Gold Fields PLC. Mesa 's $ 100 million stock profit from the deal -- Mr. Pickens 's estimate -- also evaporated during October 's market crash .","Mr. Pickens was badly beaten in last fall 's battle for Newmont Mining , a raid that baffled takeover experts because 26 % of Newmont was already controlled by the ultimate victor , Consolidated Gold Fields PLC. Mesa 's $ 100 million stock profit from the deal -- Mr. Pickens 's estimate -- also [Mask] during October 's market crash .","The SEC suit alleges that the stock , which was unregistered , climbed to as high as $ 17 a share as a result of the claims , which were bolstered when Mr. Brown bought 209 ounces of gold , which was melted into four pieces and displayed to shareholders at an August 1987 meeting .",melted,42
754,1,melting,9,"One is in Lebanon 's Bekaa Valley , that melting pot of radical Palestinians , Iranians , Libyan and Syrian intelligence officers and Shiite terrorists .","One is in Lebanon 's Bekaa Valley , that [Mask] pot of radical Palestinians , Iranians , Libyan and Syrian intelligence officers and Shiite terrorists .","A car bomb exploded in a Palestinian refugee camp near Sidon , Lebanon , killing two sons of Mohammed Mrad , a leader of the dissident Democratic Front for the Liberation of Palestine .",killing,14
755,1,plowing,18,"Among those eliminated are stocks that do n't pay dividends , which include some fast-growing concerns that are plowing all available money into expansion .","Among those eliminated are stocks that do n't pay dividends , which include some fast-growing concerns that are [Mask] all available money into expansion .",Foreign farmers are fast plowing new acreage for soybeans to meet demand around the world .,plowing,4
756,1,attacked,14,"Already , President-elect Carlos Salinas de Gortari has found himself and his closest advisers attacked by the nation 's two strongest labor leaders: Fidel Velazquez , boss of the Confederation of Mexican Workers -LRB- CTM -RRB- , and oil union chief Joaquin Hernandez Galicia .","Already , President-elect Carlos Salinas de Gortari has found himself and his closest advisers [Mask] by the nation 's two strongest labor leaders: Fidel Velazquez , boss of the Confederation of Mexican Workers -LRB- CTM -RRB- , and oil union chief Joaquin Hernandez Galicia .","His pal Shorty -LRB- John Mahoney -RRB- is an apparently gentle man , driven to killing blacks in cold blood in the middle of the night by the death of his son in Vietnam and by the loss of his farm .",killing,15
757,1,destroy,40,"Claiborne says in the complaint that Avon 's failure to meet its obligations for the `` crucial 1988 Fall Christmas seasons , which together account for over 70 % of annual sales , '' would `` irreparably harm and likely destroy the business . ''/''","Claiborne says in the complaint that Avon 's failure to meet its obligations for the `` crucial 1988 Fall Christmas seasons , which together account for over 70 % of annual sales , '' would `` irreparably harm and likely [Mask] the business . ''/''","`` Heineken has been hurt seriously since it became fashionable to drink Corona , '' says Frank Walters , research director for the liquor industry newsletter Impact .",drink,11
758,1,flooded,23,"Mr. Takeda , for one , thinks the Thais turned away from communism after the Vietnamese invaded Cambodia in 1979 and Thailand was flooded with refugees from its communist neighbors .","Mr. Takeda , for one , thinks the Thais turned away from communism after the Vietnamese invaded Cambodia in 1979 and Thailand was [Mask] with refugees from its communist neighbors .","Prince Norodom Sihanouk , the former Cambodian leader , said this week he was withdrawing from the resistance because the Khmer Rouge continues to attack his forces along the Thai-Cambodia border .",attack,24
759,1,poured,6,"In recent years , Drexel has poured far more resources into areas such as high-yield , `` junk '' bonds , merger and acquisition advice and mortgage-backed securities .","In recent years , Drexel has [Mask] far more resources into areas such as high-yield , `` junk '' bonds , merger and acquisition advice and mortgage-backed securities .","Baker Hughes and Dresser have a joint venture , BJ-Titan , in the pressure pumping services business , though they said last week they are seeking buyers .",pumping,14
760,0,rained,14,"In addition , Mr. Sieck said , NASA would cancel the test if it rained , on the off chance that the firing could be hit by lightning .","In addition , Mr. Sieck said , NASA would cancel the test if it [Mask] , on the off chance that the firing could be hit by lightning .","Eric Johnson , the researcher , found that it also destroys certain kinds of botulism .",destroys,10
761,0,drank,2,Some people drank tea brewed at the back of the neoclassical church .,Some people [Mask] tea brewed at the back of the neoclassical church .,"Labor unions , too , attack the underground economy .",attack,5
762,1,stumbling,3,But there were stumbling blocks from the start .,But there were [Mask] blocks from the start .,Cats can fly .,fly,2
763,1,pouring,18,"`` There are early signs that marketers have perceived a coupon glut and are questioning the efficacy of pouring out billions of them every year , '' said Joseph Laird , an investment banker active in the information industry .","`` There are early signs that marketers have perceived a coupon glut and are questioning the efficacy of [Mask] out billions of them every year , '' said Joseph Laird , an investment banker active in the information industry .","`` Most Koreans ' stomachs turn when they think of eating snails , '' Mr. Lee concedes .",eating,10
764,0,kill,33,"`` The only thing that would make me feel better about -LRB- the NIH experiment -RRB- would be to put in a second marker gene as a fail-safe , to allow you to kill all the cells of that lineage at will if something went wrong , '' one researcher says .","`` The only thing that would make me feel better about -LRB- the NIH experiment -RRB- would be to put in a second marker gene as a fail-safe , to allow you to [Mask] all the cells of that lineage at will if something went wrong , '' one researcher says .",They suggested that their genetic variability may affect the infectiousness of the virus and its `` preference '' for attacking one type of cell over another .,attacking,19
765,1,attacked,4,A Treasury official yesterday attacked Mr. Robinson 's proposal as `` clearly a commercial venture on the part of American Express '' and one that contains nothing new .,A Treasury official yesterday [Mask] Mr. Robinson 's proposal as `` clearly a commercial venture on the part of American Express '' and one that contains nothing new .,"Charles Jude , Mr. Nureyev 's partner , danced with a youthful resilience that reflected unfavorably on the latter 's growing infirmity .",danced,8
766,0,kill,30,"With her giant henchman , the evil Gen. Kael -LRB- possibly named after the film critic of the New Yorker magazine , Pauline Kael -RRB- , she 's out to kill the baby who 's destined to end her rule .","With her giant henchman , the evil Gen. Kael -LRB- possibly named after the film critic of the New Yorker magazine , Pauline Kael -RRB- , she 's out to [Mask] the baby who 's destined to end her rule .","The daughter of actress Tippi Hedren -LRB- the former model who became Alfred Hitchcock 's leading lady in `` The Birds , '' but whose career reputedly was dashed when she refused to sleep with him -RRB- , Ms. Griffith grew up in Hollywood 's fast lane .",sleep,33
767,1,flourished,29,"The thesis already has been broadly bruited -- that over the past five centuries the great empires -LRB- Spanish , Dutch , French , British -RRB- have risen , flourished and won their wars because their effective military power was backed by a superior economic force .","The thesis already has been broadly bruited -- that over the past five centuries the great empires -LRB- Spanish , Dutch , French , British -RRB- have risen , [Mask] and won their wars because their effective military power was backed by a superior economic force .","After such warfare killed or maimed millions in World War I , public horror brought an international agreement in 1925 to ban it forever .",killed,3
768,0,flooded,30,"One morning , he finds that the staff was able to turn back young fans trying to get up to Mick Jagger 's suite and that a pipe broke and flooded room 928 , which luckily was unoccupied .","One morning , he finds that the staff was able to turn back young fans trying to get up to Mick Jagger 's suite and that a pipe broke and [Mask] room 928 , which luckily was unoccupied .","When Chief Gates plowed into the front room , which also served as a play area , the only people inside were two women and three small children , two of whom were eating ice cream .",plowed,3
769,0,killed,12,The U.N. said the fatalities brought to 48 the number of Palestinians killed since the wave of anti-Israeli unrest began in the occupied areas Dec. 8 .,The U.N. said the fatalities brought to 48 the number of Palestinians [Mask] since the wave of anti-Israeli unrest began in the occupied areas Dec. 8 .,The recent Iraqi chemical attack on civilians in the town of Halabja combined with the Iraqi missiles raining on Iranian cities have left Tehranis petrified about possible Iraqi chemical attacks on Tehran .,raining,17
770,1,cooled,2,"The sell-off cooled inflation fears , but farm futures prices are now expected to be volatile .","The sell-off [Mask] inflation fears , but farm futures prices are now expected to be volatile .",Southeastern poultry producers fear withering soybean supplies will force up prices on other commodities .,withering,4
771,1,targeting,26,"One of the most striking examples of the trend is Gilead Sciences Inc. in Foster City , Calif . , a company devoted exclusively to genetic targeting .","One of the most striking examples of the trend is Gilead Sciences Inc. in Foster City , Calif . , a company devoted exclusively to genetic [Mask] .","Friends and analysts predict it will be very difficult for the hard-driving entrepreneur to let go of his company that , early on , succeeded in coming up with a highly successful device to monitor sleeping infants .",sleeping,35
772,1,destroying,12,"Second , the U.S. has tried to squeeze Panama 's economy without destroying it , both to spare ordinary Panamanians further suffering and to permit recovery once Gen. Noriega goes .","Second , the U.S. has tried to squeeze Panama 's economy without [Mask] it , both to spare ordinary Panamanians further suffering and to permit recovery once Gen. Noriega goes .",Pakistani cheating could prompt Moscow to declare the accords void or to attack Afghan-resistance camps in Pakistan .,attack,12
773,0,killed,4,About 170 people were killed in Petropolis two weeks ago .,About 170 people were [Mask] in Petropolis two weeks ago .,The crash was blamed on a bomb planted by Sikh terrorists .,planted,7
774,0,drinking,7,"The repeal of Prohibition has n't stopped drinking either , and today , as always , there are people who get `` hooked '' on alcohol .","The repeal of Prohibition has n't stopped [Mask] either , and today , as always , there are people who get `` hooked '' on alcohol .","`` Now , we are totally changing our marketing to target those people , '' says Mr. Goldstein .",target,10
775,0,planting,5,"Among other steps such as planting chokecherries to restore riparian habitat and carrying out water projects to protect the preserve 's wetlands , the managers of this privately owned preserve create fires .","Among other steps such as [Mask] chokecherries to restore riparian habitat and carrying out water projects to protect the preserve 's wetlands , the managers of this privately owned preserve create fires .",The park has been besieged for nearly three months by dry weather and fires that have charred more than half its 2.2 million acres .,besieged,4
776,1,planted,44,"`` Certainly the place where Chambers wrote ' Witness ' and where the 'pumpkin papers ' that ultimately indicted Hiss were kept is a place of considerable historical importance and meets the minimal requirements , '' said Tony Dolan , a Reagan speechwriter who planted the idea of the historical designation with Mr. Hodel .","`` Certainly the place where Chambers wrote ' Witness ' and where the 'pumpkin papers ' that ultimately indicted Hiss were kept is a place of considerable historical importance and meets the minimal requirements , '' said Tony Dolan , a Reagan speechwriter who [Mask] the idea of the historical designation with Mr. Hodel .","While the chief contracting officer in the cruise-missile office , Mr. Parkin in 1982 helped Mr. Galvin get a $ 225 , 964 contract to study the targeting equipment for the Tomahawk missile , according to the Navy and Mr. Parkin .",targeting,27
777,0,attacked,16,"Next , a member of his audience , attired in a garment resembling the flag , attacked him .","Next , a member of his audience , attired in a garment resembling the flag , [Mask] him .",The nation 's cattle herd is withering .,withering,6
778,0,killed,6,More than 211 people have been killed and 586 wounded since the current fighting began between the Amal and Hezbollah .,More than 211 people have been [Mask] and 586 wounded since the current fighting began between the Amal and Hezbollah .,"There was no claim of responsibility , but officials suspect the bomb was planted by ethnic Karen separatists .",planted,13
779,0,destroyed,7,"But as most of those certificates are destroyed in favor of computer records , the investor who requests a certificate will have to wait until it 's delivered by the city or state that issued the bond .","But as most of those certificates are [Mask] in favor of computer records , the investor who requests a certificate will have to wait until it 's delivered by the city or state that issued the bond .","For starters , factoring has flourished because many merchants are so willing to do it for a share of the telemarketer 's proceeds .",flourished,5
780,0,attack,23,U.S. officials said evidence suggests that a Japanese terrorist arrested last month in New Jersey with homemade bombs was on his way to attack a target in New York City .,U.S. officials said evidence suggests that a Japanese terrorist arrested last month in New Jersey with homemade bombs was on his way to [Mask] a target in New York City .,"U.S. intelligence officials believe Col. Hawari , whose real name is Mohammed Abdel-Ali Labib and who is a protege and close ally of PLO chairman Yasir Arafat , was responsible for planting a sophisticated bomb that killed four Americans on a TWA jetliner in 1986 .",planting,31
781,1,planted,25,The State Department cited `` compelling '' evidence of North Korean complicity after a confessed North Korean agent said on South Korean television that she planted the bombs .,The State Department cited `` compelling '' evidence of North Korean complicity after a confessed North Korean agent said on South Korean television that she [Mask] the bombs .,"Administration officials said data collected by the U.S . , Japan , and Bahrain has confirmed South Korean charges that two North Korean agents planted a bomb that killed 115 people aboard a KAL jet last November .",killed,28
782,1,pumps,2,"It often pumps in equity , resulting in massive dilution for current shareholders , and drives a hard bargain with creditors , forcing them to accept far less than 100 cents for each dollar they are owed .","It often [Mask] in equity , resulting in massive dilution for current shareholders , and drives a hard bargain with creditors , forcing them to accept far less than 100 cents for each dollar they are owed .","Currently , if they do n't plant an allotted percentage of their so-called crop base with subsidized crops , the government penalizes them the next year by reducing the size of their base , thus cutting their subsidy payments .",plant,6
783,0,dances,5,"As the wiry Mr. Rios dances with a plump , middle-age woman , he yells in Spanish , `` I 'm legal now . ''/''","As the wiry Mr. Rios [Mask] with a plump , middle-age woman , he yells in Spanish , `` I 'm legal now . ''/''","The fierce-looking , hairy-chested Mr. Ventura , a ring dangling from one ear , is shown saying , `` Do n't pump trouble .",pump,21
784,0,planted,4,"Spring potatoes have been planted on 81 , 900 acres , down 1 % from last year but up 6 % from two years ago .","Spring potatoes have been [Mask] on 81 , 900 acres , down 1 % from last year but up 6 % from two years ago .","Indeed , research is being slowed because state laboratories have been flooded with requests by veterinarians for tests on livestock feed .",flooded,11
785,0,plow,21,"In late June , for example , a group that included Teddy Roosevelt 's great-great-granddaughter stood down some bulldozers trying to plow a road through a moor near the island village of Siasconset .","In late June , for example , a group that included Teddy Roosevelt 's great-great-granddaughter stood down some bulldozers trying to [Mask] a road through a moor near the island village of Siasconset .","But although negotiations have stalled , an agreement that would kill Shoreham while keeping Lilco whole is still likely , these persons said .",kill,10
786,1,targeted,21,"And on March 3 , Seven Days , a weekly , will begin distributing 50 , 000 free copies to specially targeted Manhattan residents with a median income of $ 63 , 000 .","And on March 3 , Seven Days , a weekly , will begin distributing 50 , 000 free copies to specially [Mask] Manhattan residents with a median income of $ 63 , 000 .","Southerners drank more alcoholic beverages than residents of any other U.S. region last year , and households with incomes above $ 35 , 000 drank more than any other income group , a study found .",drank,24
787,0,pouring,24,"The celebration is a rambunctious countrystyle baptism on a central highlands cattle ranch , with serenading mariachis , swaggering cowboys , and white-jacketed waiters pouring tequila like water .","The celebration is a rambunctious countrystyle baptism on a central highlands cattle ranch , with serenading mariachis , swaggering cowboys , and white-jacketed waiters [Mask] tequila like water .","Luby 's Cafeterias Inc . , San Antonio , Texas , is targeting the Midwest after recently inching out of its Deep South stronghold into Arizona .",targeting,12
788,1,dissolve,6,"Many doubt those ties will ever dissolve , and wonder how lasting the Thatcher Revolution will prove .","Many doubt those ties will ever [Mask] , and wonder how lasting the Thatcher Revolution will prove .","For now , he will just reseed the dry wheat fields to soybeans on the chance it will rain .",rain,18
789,0,plant,14,"Drought was strangling the surrounding countryside , and they did n't have anything to plant , anyway .","Drought was strangling the surrounding countryside , and they did n't have anything to [Mask] , anyway .","But even if this plan does n't fly , Mr. Robinson sees advantages in announcing it .",fly,7
790,1,poured,19,"Despite a drying up of domestic demand for equity-warrant paper , more than $ 1 billion of equity-warrant issues poured into the market last week , and further heavy issuance is scheduled for coming weeks .","Despite a drying up of domestic demand for equity-warrant paper , more than $ 1 billion of equity-warrant issues [Mask] into the market last week , and further heavy issuance is scheduled for coming weeks .","Nevertheless , petroleum markets remain stubbornly soft despite recurring signals of a possible turnaround , including major gains in petroleum demand and supply interruptions , such as last week 's explosion that destroyed the Piper Alpha platform in the North Sea .",destroyed,32
