index,label,expression,Positive_index,context,AnchorContext,NegativeSentence,NegativeExpression,Negative_index
1137,1,peeped,3,The new moon peeped through the tree tops .,The new moon [Mask] through the tree tops .,The tree trunks had grown together,grown,4
1138,1,peeped,3,The new moon peeped through the tree tops .,The new moon [Mask] through the tree tops .,preserve the forest and the lakes,preserve,0
1139,0,agree,5,Subjects and verbs must always agree in English,Subjects and verbs must always [Mask] in English,He swallowed his words,swallowed,1
1140,0,helped,1,She helped herself to some of the office supplies,She [Mask] herself to some of the office supplies,She had to juggle her job and her children,juggle,3
1141,1,pounded,4,The prisoners are safely pounded,The prisoners are safely [Mask],They tried to recapture the escaped prisoner .,recapture,3
1142,1,pounded,4,The prisoners are safely pounded,The prisoners are safely [Mask],The prison sentence was suspended .,suspended,4
1143,1,pounded,4,The prisoners are safely pounded,The prisoners are safely [Mask],The prisoner tugged at the chains,tugged,2
1144,0,traced,2,The hunters traced the deer into the woods,The hunters [Mask] the deer into the woods,The soldiers sifted through the woods .,sifted,2
1145,0,belong,4,Where do these books belong ?,Where do these books [Mask] ?,She devoured his novels,devoured,1
1146,0,acquaint,1,Please acquaint your colleagues of your plans to move .,Please [Mask] your colleagues of your plans to move .,I have to level with you,level,3
1147,0,redoubled,2,The screaming redoubled,The screaming [Mask],The scream pierced the night .,pierced,2
1148,0,excuse,0,excuse someone's behavior,[Mask] someone's behavior,poison someone's mind,poison,0
1149,0,understand,8,You don't need to explain - - I understand !,You don't need to explain - - I [Mask] !,I have to level with you,level,3
1150,0,nodding,4,The old man was nodding in his chair,The old man was [Mask] in his chair,A puffing kind of man,puffing,1
1151,0,pounded,2,the salesman pounded the door knocker,the salesman [Mask] the door knocker,She clawed the doorknob .,clawed,1
1152,1,harmonize,3,The colors don't harmonize,The colors don't [Mask],The colors blend well .,blend,2
1153,1,harmonize,3,The colors don't harmonize,The colors don't [Mask],These colors please the senses,please,2
1154,1,harmonize,3,The colors don't harmonize,The colors don't [Mask],Her surprise did not register,register,4
1155,1,ripped,2,The tornado ripped along the coast .,The tornado [Mask] along the coast .,The wind ruffled the surface of the water .,ruffled,2
1156,1,ripped,2,The tornado ripped along the coast .,The tornado [Mask] along the coast .,flags flapped in the strong wind,flapped,1
1157,1,ripped,2,The tornado ripped along the coast .,The tornado [Mask] along the coast .,A big oil spot spread across the water,spread,4
1158,0,recruited,3,The lab director recruited an able crew of assistants .,The lab director [Mask] an able crew of assistants .,lay a responsibility on someone,lay,0
1159,1,acts,2,This scene acts well,This scene [Mask] well,synchronize this film,synchronize,0
1160,1,acts,2,This scene acts well,This scene [Mask] well,This sounds interesting,sounds,1
1161,1,acts,2,This scene acts well,This scene [Mask] well,The situation was rather involved,involved,4
1162,1,help,3,New slipcovers will help the old living room furniture,New slipcovers will [Mask] the old living room furniture,The two sofas face each other .,face,3
1163,1,help,3,New slipcovers will help the old living room furniture,New slipcovers will [Mask] the old living room furniture,The furniture molded in the old house,molded,2
1164,1,help,3,New slipcovers will help the old living room furniture,New slipcovers will [Mask] the old living room furniture,steamclean the upholstered sofa,steamclean,0
1165,1,ruffle,5,This play is going to ruffle some people .,This play is going to [Mask] some people .,She acts in this play,acts,1
1166,1,ruffle,5,This play is going to ruffle some people .,This play is going to [Mask] some people .,The situation was rather involved,involved,4
1167,1,ruffle,5,This play is going to ruffle some people .,This play is going to [Mask] some people .,The teams drew a tie,tie,4
1168,0,finished,2,The carpenter finished the table beautifully,The carpenter [Mask] the table beautifully,He heaped him with work,heaped,1
1169,0,dance,6,My husband and I like to dance at home to the radio .,My husband and I like to [Mask] at home to the radio .,We had to sharpen our arguments,sharpen,3
1170,0,wish,1,I wish that Christmas were over .,I [Mask] that Christmas were over .,He showered her with presents,showered,1
1171,0,clapped,5,the wings of the birds clapped loudly,the wings of the birds [Mask] loudly,Actions talk louder than words .,talk,1
1172,1,culminated,1,Seurat culminated pointillism .,Seurat [Mask] pointillism .,The painting discolored .,discolored,2
1173,1,culminated,1,Seurat culminated pointillism .,Seurat [Mask] pointillism .,This sounds interesting,sounds,1
1174,1,culminated,1,Seurat culminated pointillism .,Seurat [Mask] pointillism .,grind designs into the glass bowl,grind,0
1175,0,eat,3,This dog doesn't eat certain kinds of meat,This dog doesn't [Mask] certain kinds of m[Mask],dashed by the refusal,dashed,0
1176,0,fuel,0,"fuel aircraft , ships , and cars","[Mask] aircraft , ships , and cars",wharf the passengers,wharf,0
1177,0,vegetate,2,The fields vegetate vigorously,The fields [Mask] vigorously,the rebels had salted the fields with mines and traps,salted,3
1178,0,form,2,social groups form everywhere,social groups [Mask] everywhere,The war uprooted many people .,uprooted,2
1179,0,blast,0,blast a tunnel through the Alps,[Mask] a tunnel through the Alps,The hiker negociated the high mountain pass,negociated,2
1180,0,voted,1,They voted aid for the underdeveloped countries in Asia,They [Mask] aid for the underdeveloped countries in Asia,The Middle East is fermenting,fermenting,4
1181,0,doubled,2,The population doubled within 50 years,The population [Mask] within 50 years,She is pushing fifty,pushing,2
1182,0,reseating,4,The usher insisted on reseating us,The usher insisted on [Mask] us,The unknown young man drifted among the invited guests,drifted,4
1183,0,sequestered,1,He sequestered himself in his study to write a book,He [Mask] himself in his study to write a book,He vouched his words by his deeds .,vouched,1
1184,0,name,0,name your accomplices !,[Mask] your accomplices !,lay a responsibility on someone,lay,0
1185,1,abuses,3,Her husband often abuses alcohol .,Her husband often [Mask] alcohol .,She poisoned her husband,poisoned,1
1186,1,abuses,3,Her husband often abuses alcohol .,Her husband often [Mask] alcohol .,She joined him for a drink,joined,1
1187,1,abuses,3,Her husband often abuses alcohol .,Her husband often [Mask] alcohol .,She nags her husband all day long,nags,1
1188,0,drained,1,We drained the oil tank .,We [Mask] the oil tank .,The fluid suspends the particles .,suspends,2
1189,0,railed,1,They railed from Rome to Venice,They [Mask] from Rome to Venice,wharf the passengers,wharf,0
1190,0,rejuvenated,5,The contact with his grandchildren rejuvenated him,The contact with his grandchildren [Mask] him,preserve the peace in the family,preserve,0
1191,0,challenged,1,Fischer challenged Spassky to a match,Fischer [Mask] Spassky to a match,He pasted his opponent,pasted,1
1192,1,lend,3,This story would lend itself well to serialization on television,This story would [Mask] itself well to serialization on television,The headlines flashed on the screen,flashed,2
1193,1,lend,3,This story would lend itself well to serialization on television,This story would [Mask] itself well to serialization on television,refine one's style of writing,refine,0
1194,1,lend,3,This story would lend itself well to serialization on television,This story would [Mask] itself well to serialization on television,The manuscript must be shortened,shortened,4
1195,1,absorbed,4,The immigrants were quickly absorbed into society .,The immigrants were quickly [Mask] into society .,This country assimilates immigrants very quickly,assimilates,2
1196,1,absorbed,4,The immigrants were quickly absorbed into society .,The immigrants were quickly [Mask] into society .,They hunted the unwanted immigrants out of the neighborhood,hunted,1
1197,1,absorbed,4,The immigrants were quickly absorbed into society .,The immigrants were quickly [Mask] into society .,The invaders spread their language all over the country,spread,2
1198,0,fear,1,I fear she might get aggressive,I [Mask] she might get aggressive,She tugged and wrestled with her conflicts,tugged,1
1199,0,excavated,1,Schliemann excavated Troy .,Schliemann [Mask] Troy .,A puffing kind of man,puffing,1
1200,0,radiated,1,Heat radiated from the metal box,Heat [Mask] from the metal box,lay a responsibility on someone,lay,0
1201,0,reform,5,The lazy student promised to reform,The lazy student promised to [Mask],This student heads the class,heads,2
1202,0,recall,0,recall the defective auto tires,[Mask] the defective auto tires,He absorbed the costs for the accident .,absorbed,1
1203,0,invaded,1,"Hitler invaded Poland on September 1 , 1939","Hitler [Mask] Poland on September 1 , 1939",The Nazis swallowed the Baltic countries,swallowed,2
1204,1,repaired,1,He repaired to his cabin in the woods,He [Mask] to his cabin in the woods,he hacked his way through the forest,hacked,1
1205,1,repaired,1,He repaired to his cabin in the woods,He [Mask] to his cabin in the woods,He trenched his military camp,trenched,1
1206,1,repaired,1,He repaired to his cabin in the woods,He [Mask] to his cabin in the woods,preserve the forest and the lakes,preserve,0
1207,1,wastes,2,The water wastes back into the ocean .,The water [Mask] back into the ocean .,She splashed the water around her .,splashed,1
1208,1,wastes,2,The water wastes back into the ocean .,The water [Mask] back into the ocean .,The wind ruffled the surface of the water .,ruffled,2
1209,1,wastes,2,The water wastes back into the ocean .,The water [Mask] back into the ocean .,spray water on someone,spray,0
1210,0,involved,4,The situation was rather involved,The situation was rather [Mask],A puffing kind of man,puffing,1
1211,0,tugged,3,Each oar was tugged by several men,Each oar was [Mask] by several men,He blazed away at the men .,blazed,1
1212,0,refine,0,refine a method of analysis,[Mask] a method of analysis,sow suspicion or beliefs,sow,0
1213,0,condemned,2,the county condemned the land to build a highway,the county [Mask] the land to build a highway,Government reaches out to the people,reaches,1
1214,0,exploit,1,He exploit the new taxation system,He [Mask] the new taxation system,The new measures deflated the economy,deflated,3
1215,0,painted,1,He painted his mistress many times,He [Mask] his mistress many times,he buzzed the servant,buzzed,1
1216,1,recapture,3,She could not recapture that feeling of happiness .,She could not [Mask] that feeling of happiness .,She denoted her feelings clearly,denoted,1
1217,1,recapture,3,She could not recapture that feeling of happiness .,She could not [Mask] that feeling of happiness .,She was recalled by a loud laugh,recalled,2
1218,1,recapture,3,She could not recapture that feeling of happiness .,She could not [Mask] that feeling of happiness .,she reviewed her achievements with pride,reviewed,1
1219,0,drift,0,drift the boats downstream,[Mask] the boats downstream,The river thundered below .,thundered,2
1220,0,acknowledge,0,acknowledge the deed,[Mask] the deed,lay a responsibility on someone,lay,0
1221,0,ruined,2,You have ruined my car by pouring sugar in the tank !,You have [Mask] my car by pouring sugar in the tank !,The chemical clouded the liquid to which it was added .,clouded,2
1222,1,molds,2,The dress molds her beautiful figure,The dress [Mask] her beautiful figure,This dress spots quickly,spots,2
1223,1,molds,2,The dress molds her beautiful figure,The dress [Mask] her beautiful figure,This dress fastens in the back .,fastens,2
1224,1,molds,2,The dress molds her beautiful figure,The dress [Mask] her beautiful figure,She bowed before the Queen,bowed,1
1225,0,crushed,3,The plastic bottle crushed against the wall,The plastic bottle [Mask] against the wall,The chemical clouded the liquid to which it was added .,clouded,2
1226,0,engraved,0,engraved the trophy cupt with the winner's,[Mask] the trophy cupt with the winner's,wallow in your success !,wallow,0
1227,0,tithes,9,"Although she left the church officially , she still tithes","Although she left the church officially , she still [Mask]",She breathes the Christian spirit,breathes,1
1228,0,provided,2,The hostess provided lunch for all the guests,The hostess [Mask] lunch for all the guests,She stuffed herself at the dinner,stuffed,1
1229,0,lock,9,The therapist noticed that the patient's knees tended to lock in this exercise .,The therapist noticed that the patient's knees tended to [Mask] in this exercise .,He squared his shoulders,squared,1
1230,0,assumes,1,He assumes the lotus position,He [Mask] the lotus position,A puffing kind of man,puffing,1
1231,0,wear,0,wear one's hair in a certain way,[Mask] one's hair in a certain way,This poses an interesting question,poses,1
1232,0,reflected,2,Sound is reflected well in this auditorium,Sound is [Mask] well in this auditorium,The ramped auditorium,ramped,1
1233,0,hurting,2,Were you hurting after the accident ?,Were you [Mask] after the accident ?,He absorbed the costs for the accident .,absorbed,1
1234,0,excavated,4,Carnegie had a lake excavated for Princeton University's rowing team .,Carnegie had a lake [Mask] for Princeton University's rowing team .,The river thundered below .,thundered,2
1235,1,intervened,2,The war intervened between the birth of her two children .,The war [Mask] between the birth of her two children .,The mother deserted her children,deserted,2
1236,1,intervened,2,The war intervened between the birth of her two children .,The war [Mask] between the birth of her two children .,She vested her vast fortune in her two sons,vested,1
1237,1,intervened,2,The war intervened between the birth of her two children .,The war [Mask] between the birth of her two children .,She had informed on her own parents for years,informed,2
1238,0,excuse,7,Your need to sleep late does not excuse your late arrival at work,Your need to sleep late does not [Mask] your late arrival at work,I gather you have not done your homework .,gather,1
1239,0,include,1,I include you in the list of culprits,I [Mask] you in the list of culprits,I have to level with you,level,3
1240,0,committed,9,"After the second episode , she had to be committed","After the second episode , she had to be [Mask]",She tugged and wrestled with her conflicts,tugged,1
1241,0,binds,2,The hydrogen binds the oxygen .,The hydrogen [Mask] the oxygen .,The chemical clouded the liquid to which it was added .,clouded,2
1242,0,expecting,2,She is expecting in March,She is [Mask] in March,She traced the circumstances of her birth,traced,1
1243,1,steamrollered,2,The Senator steamrollered the bill to defeat,The Senator [Mask] the bill to defeat,The senator said he would oppose the bill,oppose,5
1244,1,steamrollered,2,The Senator steamrollered the bill to defeat,The Senator [Mask] the bill to defeat,Congress reenacted the law,reenacted,1
1245,1,steamrollered,2,The Senator steamrollered the bill to defeat,The Senator [Mask] the bill to defeat,introduce legislation,introduce,0
1246,0,rationalize,12,"When one wonders why one is doing certain things , one should rationalize","When one wonders why one is doing certain things , one should [Mask]",sow suspicion or beliefs,sow,0
1247,0,condensed,1,Congress condensed the three - year plan into a six - month plan,Congress [Mask] the three - year plan into a six - month plan,Interns have to rotate for a few months,rotate,3
1248,0,excludes,5,The cost for the trip excludes food and beverages,The cost for the trip [Mask] food and beverages,prices climbed steeply,climbed,1
1249,0,constitutionalized,4,The United States were constitutionalized in the late 18th century,The United States were [Mask] in the late 18th century,inflate the currency,inflate,0
1250,0,formed,2,the water formed little beads,the water [Mask] little beads,The river thundered below .,thundered,2
1251,0,informed,1,I informed him of his rights,I [Mask] him of his rights,We can lean on this man,lean,2
1252,0,want,0,want the strength to go on living,[Mask] the strength to go on living,harmonize one's goals with one's abilities,harmonize,0
1253,0,includes,2,The list includes the names of many famous writers,The list [Mask] the names of many famous writers,She devoured his novels,devoured,1
1254,0,plaster,0,plaster the broken arm,[Mask] the broken arm,lay a responsibility on someone,lay,0
1255,0,sustained,1,We sustained ourselves on bread and water,We [Mask] ourselves on bread and water,We have exhausted the food supplies .,exhausted,2
1256,0,distilled,2,The doctor distilled a few drops of disinfectant onto the wound,The doctor [Mask] a few drops of disinfectant onto the wound,flush the wound with antibiotics,flush,0
1257,0,writes,1,She writes code faster than anybody else .,She [Mask] code faster than anybody else .,She was streaming with sweat,streaming,2
1258,0,boosted,5,The singer had to be boosted onto the stage by a special contraption .,The singer had to be [Mask] onto the stage by a special contraption .,He injected new life into the performance,injected,1
1259,0,addresses,2,He always addresses me with ` Sir' .,He always [Mask] me with ` Sir' .,He shed his image as a pushy boss .,shed,1
1260,0,hailed,2,The critics hailed the young pianist as a new Rubinstein,The critics [Mask] the young pianist as a new Rubinstein,The critics puffed up this Broadway production,puffed,2
1261,1,fermenting,2,Islam is fermenting Africa,Islam is [Mask] Africa,People lived in Africa millions of years ago,lived,1
1262,1,fermenting,2,Islam is fermenting Africa,Islam is [Mask] Africa,Muslims avoid tobacco during the day .,avoid,1
1263,1,fermenting,2,Islam is fermenting Africa,Islam is [Mask] Africa,build a modern nation,build,0
1264,0,groped,1,She groped for her glasses in the darkness of the bedroom,She [Mask] for her glasses in the darkness of the bedroom,She hunted for her reading glasses but was unable to locate them,hunted,1
1265,0,invite,2,The organizers invite submissions of papers for the conference,The organizers [Mask] submissions of papers for the conference,The press was gagged,gagged,3
1266,0,remembered,1,He remembered her in his will,He [Mask] her in his will,He locked his hands around her neck .,locked,1
1267,0,belong,1,They belong to the same political party,They [Mask] to the same political party,The politician clawed his rival .,clawed,2
1268,0,reported,2,One student reported the other to the principal,One student [Mask] the other to the principal,This student heads the class,heads,2
1269,0,tack,0,tack the notice on the board,[Mask] the notice on the board,lay a responsibility on someone,lay,0
1270,1,grab,3,This story will grab you,This story will [Mask] you,The situation was rather involved,involved,4
1271,1,grab,3,This story will grab you,This story will [Mask] you,His story completely involved me during the entire afternoon,involved,3
1272,1,grab,3,This story will grab you,This story will [Mask] you,construct a sentence,construct,0
1273,0,missed,3,"Fortunately , I missed the hurricane","Fortunately , I [Mask] the hurricane",The tornado ripped along the coast .,ripped,2
1274,0,bobbed,2,The boys bobbed down the hill screaming with pleasure,The boys [Mask] down the hill screaming with pleasure,The children traced along the edge of the dark forest,traced,2
1275,0,please,6,The waiters around her aim to please,The waiters around her aim to [Mask],She stuffed herself at the dinner,stuffed,1
1276,0,wallowing,2,pigs were wallowing in the mud,pigs were [Mask] in the mud,Mud was sucking at her feet,sucking,2
1277,0,replaced,1,Smith replaced Miller as CEO after Miller left,Smith [Mask] Miller as CEO after Miller left,The rules relaxed after the new director arrived,relaxed,2
1278,0,face,3,The two sofas face each other .,The two sofas [Mask] each other .,New slipcovers will help the old living room furniture,help,3
1279,0,circulates,2,The fan circulates the air in the room .,The fan [Mask] the air in the room .,He peeped his head through the window .,peeped,1
1280,0,leaked,2,The container leaked gasoline,The container [Mask] gasoline,The chemical clouded the liquid to which it was added .,clouded,2
1281,0,painted,1,We painted the rooms yellow,We [Mask] the rooms yellow,We were keyed after the locks were changed in the building,keyed,2
1282,0,cleaned,3,The other players cleaned him completely,The other players [Mask] him completely,He pasted his opponent,pasted,1
1283,1,aired,1,She aired her opinions on welfare,She [Mask] her opinions on welfare,She denoted her feelings clearly,denoted,1
1284,1,aired,1,She aired her opinions on welfare,She [Mask] her opinions on welfare,Her remarks confused the debate .,confused,2
1285,1,aired,1,She aired her opinions on welfare,She [Mask] her opinions on welfare,She must answer for her actions,answer,2
1286,1,headed,2,The wheat headed early this year,The wheat [Mask] early this year,clean grain before milling it,clean,0
1287,1,headed,2,The wheat headed early this year,The wheat [Mask] early this year,sow the ground with sunflower seeds,sow,0
1288,1,headed,2,The wheat headed early this year,The wheat [Mask] early this year,communicate a disease,communicate,0
1289,0,socialized,5,The children must be properly socialized,The children must be properly [Mask],form the young child's character,form,0
1290,0,understand,3,She did not understand her husband,She did not [Mask] her husband,She spelled her husband at the wheel,spelled,1
1291,0,buy,3,She wanted to buy his love with her dedication to him and his work,She wanted to [Mask] his love with her dedication to him and his work,She wanted to ruffle his composure .,ruffle,3
1292,0,bounced,1,He bounced to his feet,He [Mask] to his feet,A puffing kind of man,puffing,1
1293,1,heads,2,This student heads the class,This student [Mask] the class,he is exploiting the students,exploiting,2
1294,1,heads,2,This student heads the class,This student [Mask] the class,She inclined her head to the student,inclined,1
1295,1,heads,2,This student heads the class,This student [Mask] the class,Please excuse me from this class,excuse,1
1296,0,back,0,back this enterprise,[Mask] this enterprise,lay a responsibility on someone,lay,0
1297,1,adhered,5,The residents of this village adhered to Catholicism .,The residents of this village [Mask] to Catholicism .,The church was tithed,tithed,3
1298,1,adhered,5,The residents of this village adhered to Catholicism .,The residents of this village [Mask] to Catholicism .,the children were confirmed in their mother's faith,confirmed,3
1299,1,adhered,5,The residents of this village adhered to Catholicism .,The residents of this village [Mask] to Catholicism .,He was ordained in the Church .,ordained,2
1300,0,spread,4,A big oil spot spread across the water,A big oil spot [Mask] across the water,The river thundered below .,thundered,2
1301,1,groped,2,His mind groped to make the connection,His mind [Mask] to make the connection,He felt new emotions emerge,emerge,4
1302,1,groped,2,His mind groped to make the connection,His mind [Mask] to make the connection,excuse someone's behavior,excuse,0
1303,1,groped,2,His mind groped to make the connection,His mind [Mask] to make the connection,His eyes were watering,watering,3
1304,0,offset,2,His skills offset his opponent's superior strength,His skills [Mask] his opponent's superior strength,He pasted his opponent,pasted,1
1305,0,talk,2,She will talk at Rutgers next week .,She will [Mask] at Rutgers next week .,She had scraped together enough money for college,scraped,2
1306,0,cheered,2,The crowd cheered the demonstrating strikers,The crowd [Mask] the demonstrating strikers,The war uprooted many people .,uprooted,2
1307,0,rampant,3,the lion is rampant in this heraldic depiction,the lion is [Mask] in this heraldic depiction,This scene acts well,acts,2
1308,0,step,0,step over to the blackboard,[Mask] over to the blackboard,This student heads the class,heads,2
1309,1,flushed,2,the sky flushed with rosy splendor,the sky [Mask] with rosy splendor,She looked over the expanse of land,looked,1
1310,1,flushed,2,the sky flushed with rosy splendor,the sky [Mask] with rosy splendor,her mood changes in accordance with the weather,changes,2
1311,1,flushed,2,the sky flushed with rosy splendor,the sky [Mask] with rosy splendor,The colors blend well .,blend,2
1312,0,changes,2,her mood changes in accordance with the weather,her mood [Mask] in accordance with the weather,She radiates happiness,radiates,1
1313,1,flared,3,The night sky flared with the massive bombardment .,The night sky [Mask] with the massive bombardment .,the big ship wharfed in the evening,wharfed,3
1314,1,flared,3,The night sky flared with the massive bombardment .,The night sky [Mask] with the massive bombardment .,A shooting star flashed and was gone,flashed,3
1315,1,flared,3,The night sky flared with the massive bombardment .,The night sky [Mask] with the massive bombardment .,map the surface of Venus,map,0
1316,1,clawed,2,The politician clawed his rival .,The politician [Mask] his rival .,register for an election,register,0
1317,1,clawed,2,The politician clawed his rival .,The politician [Mask] his rival .,They belong to the same political party,belong,1
1318,1,clawed,2,The politician clawed his rival .,The politician [Mask] his rival .,The President declared war,declared,2
1319,0,governs,4,His belief in God governs his conduct,His belief in God [Mask] his conduct,This action reflects his true beliefs,reflects,2
1320,0,eating,2,She was eating a banana,She was [Mask] a banana,She was streaming with sweat,streaming,2
1321,0,grabbed,1,She grabbed the child's hand and ran out of the room,She [Mask] the child's hand and ran out of the room,rationalize the child's seemingly crazy behavior,rationalize,0
1322,0,retrofitted,3,They car companies retrofitted all the old models with new carburetors,They car companies [Mask] all the old models with new carburetors,The car makers downsized the SUVs when fuel became very expensive .,downsized,3
1323,0,thrilled,3,The men were thrilled by a loud whistle blow,The men were [Mask] by a loud whistle blow,He blazed away at the men .,blazed,1
1324,1,topped,1,They topped off their dinner with a cognac .,They [Mask] off their dinner with a cognac .,The wine spotted the tablecloth,spotted,2
1325,1,topped,1,They topped off their dinner with a cognac .,They [Mask] off their dinner with a cognac .,The students were gagging during dinner,gagging,3
1326,1,topped,1,They topped off their dinner with a cognac .,They [Mask] off their dinner with a cognac .,We tasted wines last night,tasted,1
1327,1,mount,0,mount a theater production,[Mask] a theater production,"The theater seats 2 , 000",seats,2
1328,1,mount,0,mount a theater production,[Mask] a theater production,She acts in this play,acts,1
1329,1,mount,0,mount a theater production,[Mask] a theater production,He revived this style of opera,revived,1
1330,0,eased,2,The news eased my conscience,The news [Mask] my conscience,The news leaked out despite his secrecy,leaked,2
1331,0,righted,3,The capsized boat righted again,The capsized boat [Mask] again,The huge waves swallowed the small boat and it sank shortly thereafter,swallowed,3
1332,1,precipitated,2,The crisis precipitated by Russia's revolution,The crisis [Mask] by Russia's revolution,The situation was rather involved,involved,4
1333,1,precipitated,2,The crisis precipitated by Russia's revolution,The crisis [Mask] by Russia's revolution,Many people immigrated at the beginning of the 20th century,immigrated,2
1334,1,precipitated,2,The crisis precipitated by Russia's revolution,The crisis [Mask] by Russia's revolution,She posed as the Czar's daughter,posed,1
1335,0,crowned,3,The prince was crowned in Westminster Abbey,The prince was [Mask] in Westminster Abbey,they had to treat with the King,treat,3
1336,1,sell,4,The French try to sell us their image as great lovers .,The French try to [Mask] us their image as great lovers .,She understands French,understands,1
1337,1,sell,4,The French try to sell us their image as great lovers .,The French try to [Mask] us their image as great lovers .,The lovers held hands while walking .,walking,5
1338,1,sell,4,The French try to sell us their image as great lovers .,The French try to [Mask] us their image as great lovers .,I inherited a castle from my French grandparents,inherited,1
1339,1,splashed,3,The mountain was splashed with snow .,The mountain was [Mask] with snow .,He staggered along in the heavy snow .,staggered,1
1340,1,splashed,3,The mountain was splashed with snow .,The mountain was [Mask] with snow .,snow drifting several feet high,drifting,1
1341,1,splashed,3,The mountain was splashed with snow .,The mountain was [Mask] with snow .,blast a passage through the mountain,blast,0
1342,0,scales,2,This bike scales only 25 pounds,This bike [Mask] only 25 pounds,The bicycle looped around the tree .,looped,2
1343,0,shorten,5,"In winter , the days shorten","In winter , the days [Mask]",The mountain was splashed with snow .,splashed,3
1344,1,trailed,1,John trailed behind his class mates .,John [Mask] behind his class mates .,he is exploiting the students,exploiting,2
1345,1,trailed,1,John trailed behind his class mates .,John [Mask] behind his class mates .,The teacher assigned him to lead his classmates in the exercise .,assigned,2
1346,1,trailed,1,John trailed behind his class mates .,John [Mask] behind his class mates .,One student reported the other to the principal,reported,2
1347,1,spell,2,the workers spell every four hours,the workers [Mask] every four hours,We continued to work into the night,continued,1
1348,1,spell,2,the workers spell every four hours,the workers [Mask] every four hours,It hailed for an hour,hailed,1
1349,1,spell,2,the workers spell every four hours,the workers [Mask] every four hours,They claimed on the maximum allowable amount,claimed,1
1350,1,attacked,1,I attacked the problem as soon as I got out of bed,I [Mask] the problem as soon as I got out of bed,"It started to dawn , and we had to get up",dawn,3
1351,1,attacked,1,I attacked the problem as soon as I got out of bed,I [Mask] the problem as soon as I got out of bed,I wish I could go home now .,wish,1
1352,1,attacked,1,I attacked the problem as soon as I got out of bed,I [Mask] the problem as soon as I got out of bed,Lie down on the bed until you feel better .,Lie,0
1353,0,seat,0,seat the camera on the tripod,[Mask] the camera on the tripod,This scene acts well,acts,2
1354,0,devoured,1,he devoured three sandwiches,he [Mask] three sandwiches,He pieced at the sandwich all morning,pieced,1
1355,0,whistled,1,She whistled for her maid,She [Mask] for her maid,he buzzed the servant,buzzed,1
1356,0,brushed,1,She brushed the suit before hanging it back into the closet,She [Mask] the suit before hanging it back into the closet,She curled farther down under the covers .,curled,1
1357,0,soliciting,4,He was accused of soliciting his colleagues to destroy the documents .,He was accused of [Mask] his colleagues to destroy the documents .,He heaped him with work,heaped,1
1358,1,lies,4,The fate of Bosnia lies in the hands of the West .,The fate of Bosnia [Mask] in the hands of the West .,The country lay ruined after the war,ruined,3
1359,1,lies,4,The fate of Bosnia lies in the hands of the West .,The fate of Bosnia [Mask] in the hands of the West .,The mountain range divides the two countries,divides,3
1360,1,lies,4,The fate of Bosnia lies in the hands of the West .,The fate of Bosnia [Mask] in the hands of the West .,execute the decision of the people,execute,0
1361,0,missing,4,The child had been missing for a week,The child had been [Mask] for a week,form the young child's character,form,0
1362,0,worry,1,I worry about the second Germanic consonant shift,I [Mask] about the second Germanic consonant shift,most transitive verbs govern the accusative case in German,govern,3
1363,0,repaired,1,She repaired her TV set,She [Mask] her TV set,"After a hard day's work , I vegetate in front of the television",vegetate,7
1364,0,want,1,I want you here at noon !,I [Mask] you here at noon !,I have to level with you,level,3
1365,0,breathes,3,Every creature that breathes,Every creature that [Mask],This scene acts well,acts,2
1366,1,inflated,3,The charges were inflated,The charges were [Mask],The case was decided,decided,3
1367,1,inflated,3,The charges were inflated,The charges were [Mask],The defendant answered to all the charges of the prosecution,answered,2
1368,1,inflated,3,The charges were inflated,The charges were [Mask],The situation was rather involved,involved,4
1369,0,Lie,0,Lie down on the bed until you feel better .,[Mask] down on the bed until you feel better .,She curled farther down under the covers .,curled,1
1370,0,redoubled,4,The noise doubled and redoubled,The noise doubled and [Mask],Actions talk louder than words .,talk,1
1371,0,smashed,2,The motorcycle smashed into the guard rail,The motorcycle [Mask] into the guard rail,He absorbed the costs for the accident .,absorbed,1
1372,0,denotes,4,` multi - ' denotes ` many',` multi - ' [Mask] ` many',one idea squares with the other one,squares,2
1373,0,posed,6,We don't know the woman who posed for Leonardo so often,We don't know the woman who [Mask] for Leonardo so often,She pumped the witnesses for information .,pumped,1
1374,0,vouch,1,I vouch for the quality of my products .,I [Mask] for the quality of my products .,You have shipwrecked my career .,shipwrecked,2
1375,0,digest,2,I cannot digest milk products,I cannot [Mask] milk products,I can't hack it anymore,hack,2
1376,1,guttered,1,Tears guttered down her face .,Tears [Mask] down her face .,Tears streamed down her face,streamed,1
1377,1,guttered,1,Tears guttered down her face .,Tears [Mask] down her face .,She shed a lot of tears when this happened .,shed,1
1378,1,guttered,1,Tears guttered down her face .,Tears [Mask] down her face .,She denoted her feelings clearly,denoted,1
1379,0,seats,2,"The theater seats 2 , 000","The theater [Mask] 2 , 000",the theater was jampacked,jampacked,3
1380,0,confused,7,The constant attention of the young man confused her .,The constant attention of the young man [Mask] her .,her indifference to his amorous advances really steamed the young man,steamed,7
1381,0,steamroller,0,steamroller the road,[Mask] the road,The bus thundered down the road .,thundered,2
1382,0,condemned,3,Her strange behavior condemned her,Her strange behavior [Mask] her,She tugged and wrestled with her conflicts,tugged,1
